Article,Fig,X_axis_label,Rate,Pyruvate,NADH,Lactate,NAD,Raw_X_axis,Raw_Y_axis,Raw_Vmax
Zewe_JBC_1962,Fig11,NAD,-0.630982579,0.00E+00,4.10E-06,1.08E-02,0.001421333,7.03564728,1.16484991,0.735
Zewe_JBC_1962,Fig11,NAD,-0.583759255,0.00E+00,4.10E-06,1.08E-02,0.001070281,9.34333959,1.25908068,0.735
Zewe_JBC_1962,Fig11,NAD,-0.529645578,0.00E+00,4.10E-06,1.08E-02,0.00089056,11.2288931,1.38772045,0.735
Zewe_JBC_1962,Fig11,NAD,-0.456924284,0.00E+00,4.10E-06,1.08E-02,0.000714956,13.9868668,1.60858161,0.735
Zewe_JBC_1962,Fig11,NAD,-0.782946275,0.00E+00,0.00E+00,1.08E-02,0.001803723,5.54409006,0.93876173,0.735
Zewe_JBC_1962,Fig11,NAD,-0.732181168,0.00E+00,0.00E+00,1.08E-02,0.001421333,7.03564728,1.00384991,0.735
Zewe_JBC_1962,Fig11,NAD,-0.677969178,0.00E+00,0.00E+00,1.08E-02,0.001067067,9.37148218,1.08412008,0.735
Zewe_JBC_1962,Fig11,NAD,-0.631616369,0.00E+00,0.00E+00,1.08E-02,0.000892797,11.2007505,1.16368105,0.735
Zewe_JBC_1962,Fig11,NAD,-0.583954174,0.00E+00,0.00E+00,1.08E-02,0.000712091,14.043152,1.25866041,0.735
Zewe_JBC_1962,Fig12,Lactate,-0.304466528,0.00E+00,1.65E-05,0.011838555,1.47E-03,0.84469765,1.66154409,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.286296161,0.00E+00,1.65E-05,0.009736521,1.47E-03,1.02706094,1.76699736,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.228113443,0.00E+00,1.65E-05,0.006741615,1.47E-03,1.48332411,2.2176885,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.164782842,0.00E+00,1.65E-05,0.004448894,1.47E-03,2.24774976,3.0700075,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.131579039,0.00E+00,1.65E-05,0.003338954,1.47E-03,2.99495035,3.84471997,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.37446007,0.00E+00,8.30E-06,0.011927257,1.47E-03,0.83841572,1.35097064,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.361365014,0.00E+00,8.30E-06,0.009689387,1.47E-03,1.03205701,1.39992678,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.306043017,0.00E+00,8.30E-06,0.006746489,1.47E-03,1.48225256,1.65298514,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.221251519,0.00E+00,8.30E-06,0.004440585,1.47E-03,2.25195557,2.28646819,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.177539678,0.00E+00,8.30E-06,0.003334718,1.47E-03,2.99875433,2.8494169,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.470299639,0.00E+00,4.10E-06,0.011854157,1.47E-03,0.84358592,1.07566436,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.455539964,0.00E+00,4.10E-06,0.009694546,1.47E-03,1.03150784,1.11051631,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.371002441,0.00E+00,4.10E-06,0.006723159,1.47E-03,1.48739597,1.36356127,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.25974151,0.00E+00,4.10E-06,0.004441853,1.47E-03,2.25131264,1.94764618,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.219387992,0.00E+00,4.10E-06,0.003335865,1.47E-03,2.99772297,2.30588992,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.525464917,0.00E+00,0.00E+00,0.011937746,1.47E-03,0.83767904,0.96273708,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.507113992,0.00E+00,0.00E+00,0.00969656,1.47E-03,1.03129353,0.99757563,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.418676491,0.00E+00,0.00E+00,0.006776371,1.47E-03,1.47571615,1.20829464,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.305071512,0.00E+00,0.00E+00,0.004454202,1.47E-03,2.2450709,1.6582491,0.50588456
Zewe_JBC_1962,Fig12,Lactate,-0.252645615,0.00E+00,0.00E+00,0.003330181,1.47E-03,3.00283959,2.00234847,0.50588456
Zewe_JBC_1962,Fig13,NADH,0.613516367,4.60E-04,4.70776E-05,0,9.66E-04,2.12415031,1.96473029,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.531078611,4.60E-04,3.42278E-05,0,9.66E-04,2.921600075,2.269709544,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.422238372,4.60E-04,2.22944E-05,0,9.66E-04,4.485430556,2.854771784,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.369123253,4.60E-04,1.81252E-05,0,9.66E-04,5.517170964,3.265560166,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.325672646,4.60E-04,1.42761E-05,0,9.66E-04,7.00469952,3.701244813,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.627429806,4.60E-04,4.67166E-05,0,6.44E-04,2.140565994,1.921161826,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.57016683,4.60E-04,3.41992E-05,0,6.44E-04,2.924047741,2.114107884,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.444529457,4.60E-04,2.22054E-05,0,6.44E-04,4.503412747,2.711618257,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.399587345,4.60E-04,1.81124E-05,0,6.44E-04,5.52108723,3.01659751,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.344194313,4.60E-04,1.43019E-05,0,6.44E-04,6.992102196,3.502074689,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.66858458,4.60E-04,4.66761E-05,0,3.82E-04,2.14242622,1.802904564,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.603950104,4.60E-04,3.41774E-05,0,3.82E-04,2.925907968,1.995850622,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.519677996,4.60E-04,2.22526E-05,0,3.82E-04,4.493850529,2.319502075,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.465918204,4.60E-04,1.81419E-05,0,3.82E-04,5.512112453,2.587136929,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.384513567,4.60E-04,1.43222E-05,0,3.82E-04,6.982148352,3.134854772,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.76346912,4.60E-04,4.69435E-05,0,0.00E+00,2.130220523,1.578838174,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.675581395,4.60E-04,3.41386E-05,0,0.00E+00,2.929236794,1.784232365,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.6484375,4.60E-04,2.22947E-05,0,0.00E+00,4.485365285,1.858921162,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.56027001,4.60E-04,1.80678E-05,0,0.00E+00,5.534696256,2.151452282,1.205394191
Zewe_JBC_1962,Fig13,NADH,0.483361065,4.60E-04,1.42695E-05,0,0.00E+00,7.007963075,2.493775934,1.205394191
Zewe_JBC_1962,Fig14,Pyruvate,0.391399528,0.000716061,3.50E-05,0,2.06E-03,1.396528423,3.983678488,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.421866615,0.000472721,3.50E-05,0,2.06E-03,2.115410815,3.695978362,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.437089775,0.000305612,3.50E-05,0,2.06E-03,3.272127206,3.567253156,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.382240065,0.000184411,3.50E-05,0,2.06E-03,5.422683642,4.079137752,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.358159442,0.000137829,3.50E-05,0,2.06E-03,7.255355809,4.353395989,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.458857355,0.000742961,3.50E-05,0,1.53E-03,1.345966523,3.39802743,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.518854905,0.000481092,3.50E-05,0,1.53E-03,2.078604084,3.005098082,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.533508957,0.000304111,3.50E-05,0,1.53E-03,3.288272043,2.922556144,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.438864478,0.000184331,3.50E-05,0,1.53E-03,5.425015027,3.552827714,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.387434064,0.000137802,3.50E-05,0,1.53E-03,7.256812925,4.024452216,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.591757931,0.000741099,3.50E-05,0,5.09E-04,1.34934703,2.634877876,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.658743002,0.000480439,3.50E-05,0,5.09E-04,2.081430887,2.366947161,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.624943332,0.000302713,3.50E-05,0,5.09E-04,3.303455185,2.494962024,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.556297239,0.000184218,3.50E-05,0,5.09E-04,5.428337249,2.802835911,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.481988213,0.000137988,3.50E-05,0,5.09E-04,7.24702111,3.234954374,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.84788868,0.000718009,3.50E-05,0,0.00E+00,1.392739923,1.838932299,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.765055056,0.000477059,3.50E-05,0,0.00E+00,2.096176894,2.038036173,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.672846886,0.000302641,3.50E-05,0,0.00E+00,3.304242027,2.317332386,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.578004509,0.000184203,3.50E-05,0,0.00E+00,5.428803526,2.697573903,1.559209879
Zewe_JBC_1962,Fig14,Pyruvate,0.502413018,0.000137473,3.50E-05,0,0.00E+00,7.274181739,3.103442435,1.559209879
Wang_EurJBioch_1977,Fig1,Pyruvate,0.166626637,0.00101486,7.10E-06,0,0.00E+00,0.985358068,22.60384263,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.198029298,0.000501053,7.10E-06,0,0.00E+00,1.995797977,19.01941943,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.225621813,0.000252983,7.10E-06,0,0.00E+00,3.952833108,16.69343149,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.204593444,0.000126928,7.10E-06,0,0.00E+00,7.878467076,18.40920319,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.178353643,7.22554E-05,7.10E-06,0,0.00E+00,13.83980195,21.11760778,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.152344814,5.0498E-05,7.10E-06,0,0.00E+00,19.80276552,24.72287822,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.117636685,3.35936E-05,7.10E-06,0,0.00E+00,29.76758579,32.01724241,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.198999495,0.001021784,9.10E-06,0,0.00E+00,0.978680435,18.92669262,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.235841231,0.000502447,9.10E-06,0,0.00E+00,1.990260428,15.97007552,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.251271279,0.000253181,9.10E-06,0,0.00E+00,3.949738595,14.98938636,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.235581755,0.000126999,9.10E-06,0,0.00E+00,7.87406961,15.98766538,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.197661432,7.22749E-05,9.10E-06,0,0.00E+00,13.83605596,19.05481631,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.166873527,5.0508E-05,9.10E-06,0,0.00E+00,19.79885666,22.57040017,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.137244506,3.36852E-05,9.10E-06,0,0.00E+00,29.68663985,27.44300939,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.291569303,0.001033305,1.25E-05,0,0.00E+00,0.967768205,12.91769138,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.315437218,0.000248952,1.25E-05,0,0.00E+00,4.016840665,11.94025961,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.289095576,0.000125923,1.25E-05,0,0.00E+00,7.941334549,13.02822522,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.234008392,7.2303E-05,1.25E-05,0,0.00E+00,13.83068128,16.09515899,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.196550396,5.0339E-05,1.25E-05,0,0.00E+00,19.86530725,19.16252708,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.148925391,3.36896E-05,1.25E-05,0,0.00E+00,29.68273099,25.29053133,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.392362682,0.00103978,2.50E-05,0,0.00E+00,0.961742048,9.599287719,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.44614791,0.000258718,2.50E-05,0,0.00E+00,3.865209531,8.442048459,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.423065665,0.000126042,2.50E-05,0,0.00E+00,7.933842571,8.90264228,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.310013227,7.19624E-05,2.50E-05,0,0.00E+00,13.89615466,12.14916638,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.266367699,5.05471E-05,2.50E-05,0,0.00E+00,19.78354696,14.13986113,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.213183869,3.3623E-05,2.50E-05,0,0.00E+00,29.74152673,17.66738872,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.76311158,0.001049018,1.00E-04,0,0.00E+00,0.953272855,4.93558527,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.872522387,0.00025443,1.00E-04,0,0.00E+00,3.930357172,4.316682682,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.597677384,0.000126117,1.00E-04,0,0.00E+00,7.929119367,6.301731299,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.418018365,7.19919E-05,1.00E-04,0,0.00E+00,13.89045424,9.010135887,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.342367595,5.03766E-05,1.00E-04,0,0.00E+00,19.85048616,11.00104779,3.766402276
Wang_EurJBioch_1977,Fig1,Pyruvate,0.267497455,3.35484E-05,1.00E-04,0,0.00E+00,29.80765159,14.08014246,3.766402276
Wang_EurJBioch_1977,Fig2A,NADH,0.157373551,3.33E-05,0.00010153,0,0.00E+00,9.84930247,14.0474477,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.119290791,3.33E-05,2.5508E-05,0,0.00E+00,39.2033417,18.5319982,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.087652149,3.33E-05,1.25587E-05,0,0.00E+00,79.6258544,25.2212496,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.081333873,3.33E-05,9.34429E-06,0,0.00E+00,107.017228,27.1805172,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.071059631,3.33E-05,7.13497E-06,0,0.00E+00,140.154695,31.1104449,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.201545161,5.00E-05,0.000106478,0,0.00E+00,9.3916137,10.9687413,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.15843981,5.00E-05,2.53375E-05,0,0.00E+00,39.4671623,13.952912,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.115964061,5.00E-05,1.26438E-05,0,0.00E+00,79.0902187,19.0636367,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.099903357,5.00E-05,9.42242E-06,0,0.00E+00,106.129832,22.1283527,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.089445424,5.00E-05,7.1239E-06,0,0.00E+00,140.372547,24.7155934,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.247943333,7.14E-05,0.00010707,0,0.00E+00,9.33964904,8.91613703,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.184543771,7.14E-05,2.53696E-05,0,0.00E+00,39.4171963,11.9792541,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.137620843,7.14E-05,1.26559E-05,0,0.00E+00,79.0142703,16.0636767,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.115570276,7.14E-05,9.46305E-06,0,0.00E+00,105.674142,19.1285926,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.104458442,7.14E-05,7.16727E-06,0,0.00E+00,139.523124,21.1634089,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.373682433,1.25E-04,0.000103697,0,0.00E+00,9.64344246,5.91597714,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.280750292,1.25E-04,2.56848E-05,0,0.00E+00,38.9335252,7.87424551,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.171291852,1.25E-04,1.273E-05,0,0.00E+00,78.5545829,12.9060239,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.137740807,1.25E-04,9.47004E-06,0,0.00E+00,105.596195,16.0496862,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.119631405,1.25E-04,7.17076E-06,0,0.00E+00,139.45517,18.4792341,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.452096788,2.50E-04,0.000108252,0,0.00E+00,9.23771835,4.88987489,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.259910239,2.50E-04,2.54264E-05,0,0.00E+00,39.3292561,8.50561618,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.184867629,2.50E-04,1.26119E-05,0,0.00E+00,79.2900827,11.9582684,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.147152341,2.50E-04,9.43842E-06,0,0.00E+00,105.949954,15.0231842,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.133298787,2.50E-04,7.17323E-06,0,0.00E+00,139.407203,16.5845225,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.637337945,1.00E-03,0.000104368,0,0.00E+00,9.58148459,3.46864132,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.233857669,1.00E-03,2.56585E-05,0,0.00E+00,38.973498,9.45317184,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.166208358,1.00E-03,1.27284E-05,0,0.00E+00,78.5645761,13.3007555,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.111877573,1.00E-03,9.42775E-06,0,0.00E+00,106.069872,19.7599632,2.21069673
Wang_EurJBioch_1977,Fig2A,NADH,0.097886688,1.00E-03,7.14598E-06,0,0.00E+00,139.938842,22.5842427,2.21069673
Zewe_Biochem_1965,Fig1,Pyruvate,0.30869816,0.000730339,3.82E-05,9.60E-02,0.00E+00,0.136922629,0.517139269,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.202596966,0.000345856,3.82E-05,9.60E-02,0.00E+00,0.289137457,0.787968075,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.125685057,0.00017809,3.82E-05,9.60E-02,0.00E+00,0.561515371,1.270158483,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.07432137,8.97654E-05,3.82E-05,9.60E-02,0.00E+00,1.114014533,2.147968222,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.051519225,5.91496E-05,3.82E-05,9.60E-02,0.00E+00,1.690627636,3.098647937,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.370737215,0.000704184,3.82E-05,7.20E-02,0.00E+00,0.142008243,0.430601338,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.265290759,0.000349669,3.82E-05,7.20E-02,0.00E+00,0.28598473,0.601754625,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.153892037,0.000178286,3.82E-05,7.20E-02,0.00E+00,0.560896612,1.037350236,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.087303841,8.89841E-05,3.82E-05,7.20E-02,0.00E+00,1.123796826,1.828555749,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.064022972,5.9581E-05,3.82E-05,7.20E-02,0.00E+00,1.678387984,2.493479086,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.524694945,0.000719349,3.82E-05,3.60E-02,0.00E+00,0.139014626,0.304252866,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.361055578,0.000353478,3.82E-05,3.60E-02,0.00E+00,0.282902718,0.442147832,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.233137546,0.000176905,3.82E-05,3.60E-02,0.00E+00,0.565275072,0.684745738,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.129100283,8.91088E-05,3.82E-05,3.60E-02,0.00E+00,1.122223409,1.236557635,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.091292809,6.0128E-05,3.82E-05,3.60E-02,0.00E+00,1.663119358,1.748658434,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.711303663,0.000720448,3.82E-05,0.00E+00,0.00E+00,0.138802479,0.224432896,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.578707042,0.000354031,3.82E-05,0.00E+00,0.00E+00,0.282460747,0.275856227,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.369523517,0.000177953,3.82E-05,0.00E+00,0.00E+00,0.561945557,0.432015646,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.261161925,8.90298E-05,3.82E-05,0.00E+00,0.00E+00,1.123219317,0.611268052,0.159639941
Zewe_Biochem_1965,Fig1,Pyruvate,0.203647845,5.94595E-05,3.82E-05,0.00E+00,0.00E+00,1.68181768,0.783901941,0.159639941
Zewe_Biochem_1965,Fig2,Lactate,-0.33898305,1.56E-04,0.00E+00,0.035347084,5.89E-04,0.28290877,0.37184874,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.178571429,1.56E-04,0.00E+00,0.017292729,5.89E-04,0.57827771,0.70588235,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.09569378,1.56E-04,0.00E+00,0.008694985,5.89E-04,1.15008825,1.31722689,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.048661801,1.56E-04,0.00E+00,0.004335848,5.89E-04,2.30635389,2.59033613,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.444444437,7.80E-05,0.00E+00,0.034602798,5.89E-04,0.28899397,0.28361345,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.285714286,7.80E-05,0.00E+00,0.017499193,5.89E-04,0.57145491,0.44117647,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.172413792,7.80E-05,0.00E+00,0.008800306,5.89E-04,1.13632412,0.73109244,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.082987552,7.80E-05,0.00E+00,0.00436381,5.89E-04,2.29157556,1.51890756,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.050890585,7.80E-05,0.00E+00,0.002598458,5.89E-04,3.84843655,2.47689076,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.555555546,3.90E-05,0.00E+00,0.033176892,5.89E-04,0.30141461,0.22689076,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.425531911,3.90E-05,0.00E+00,0.017508475,5.89E-04,0.57115197,0.29621849,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.263157893,3.90E-05,0.00E+00,0.008756055,5.89E-04,1.14206686,0.4789916,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.145985401,3.90E-05,0.00E+00,0.00436642,5.89E-04,2.29020574,0.86344538,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.089285714,3.90E-05,0.00E+00,0.002604207,5.89E-04,3.83994099,1.41176471,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.833333355,0.00E+00,0.00E+00,0.034635949,5.89E-04,0.28871737,0.1512605,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.606060615,0.00E+00,0.00E+00,0.01751413,5.89E-04,0.57096757,0.20798319,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.444444437,0.00E+00,0.00E+00,0.008711347,5.89E-04,1.14792814,0.28361345,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.289855072,0.00E+00,0.00E+00,0.004356198,5.89E-04,2.29557967,0.43487395,0.12605042
Zewe_Biochem_1965,Fig2,Lactate,-0.217391305,0.00E+00,0.00E+00,0.002601137,5.89E-04,3.84447196,0.57983193,0.12605042
Zewe_Biochem_1965,Fig3,Lactate,-0.297843995,0.00E+00,2.25E-05,0.035600046,5.35E-04,0.280898516,0.289293996,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.214517599,0.00E+00,2.25E-05,0.01733735,5.35E-04,0.576789419,0.401666249,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.145980476,0.00E+00,2.25E-05,0.008817043,5.35E-04,1.1341671,0.590246597,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.071618108,0.00E+00,2.25E-05,0.004375242,5.35E-04,2.285587652,1.203110246,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.04306896,0.00E+00,2.25E-05,0.00261869,5.35E-04,3.818703871,2.000616653,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.359933455,0.00E+00,1.58E-05,0.034965187,5.35E-04,0.285998754,0.239390027,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.261859212,0.00E+00,1.58E-05,0.016864438,5.35E-04,0.592963727,0.329048876,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.163587361,0.00E+00,1.58E-05,0.008735313,5.35E-04,1.144778679,0.52671844,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.082505551,0.00E+00,1.58E-05,0.00435707,5.35E-04,2.295120087,1.044347664,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.052319549,0.00E+00,1.58E-05,0.002621441,5.35E-04,3.814695624,1.64688879,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.433913437,0.00E+00,7.88E-06,0.035021821,5.35E-04,0.285536264,0.198575273,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.308630329,0.00E+00,7.88E-06,0.017043529,5.35E-04,0.586732957,0.279183448,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.208457008,0.00E+00,7.88E-06,0.008745127,5.35E-04,1.143493984,0.413344125,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.11854012,0.00E+00,7.88E-06,0.004353147,5.35E-04,2.297188445,0.726880311,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.069559175,0.00E+00,7.88E-06,0.002620726,5.35E-04,3.815736226,1.238721986,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.530911106,0.00E+00,3.98E-06,0.035072317,5.35E-04,0.285125161,0.162295493,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.38335572,0.00E+00,3.98E-06,0.01706146,5.35E-04,0.586116303,0.224763777,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.256236867,0.00E+00,3.98E-06,0.008795424,5.35E-04,1.136954888,0.336268861,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.154121905,0.00E+00,3.98E-06,0.004346026,5.35E-04,2.300952601,0.559067055,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.101532756,0.00E+00,3.98E-06,0.002608256,5.35E-04,3.833978892,0.84863726,0.086164479
Zewe_Biochem_1965,Fig3,Lactate,-0.736790069,0.00E+00,0.00E+00,0.035135641,5.35E-04,0.284611283,0.116945767,0.086164479
